candidate_1,candidate_2,similarity,party_1,party_2,same_party
Bjarke Bisgaard Yolal (F),Torben Grinderslev (C),0.0,F,C,False
Bjarne Henriksen (A),Brian Holm (C),0.0,A,C,False
Bjarne Henriksen (A),Britt Dam (A),0.0,A,A,True
Bjarne Henriksen (A),Carina Høedt (C),0.0,A,C,False
Bjarne Henriksen (A),Carsten Nørballe (F),0.0,A,F,False
Bjarne Henriksen (A),Caspar Stefani (C),0.0,A,C,False
Bjarne Henriksen (A),Casper Pedersen (V),0.0,A,V,False
Bjarne Henriksen (A),Cecilie Fisker (M),0.0,A,M,False
Bjarne Henriksen (A),Christina Sylvest-Noer (A),0.0,A,A,True
Bjarne Henriksen (A),Eva Bechmann (Æ),0.0,A,Æ,False
Bjarne Henriksen (A),Christine Jørnø Vestergaard (A),0.0,A,A,True
Bjarne Henriksen (A),Claude Teisen-Simony (T),0.0,A,T,False
Bjarne Henriksen (A),Claus Wagenblast-Franck (C),0.0,A,C,False
Bjarne Henriksen (A),Daniel Panduro (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),David Michael Gerschwald (O),0.0,A,O,False
Bjarne Henriksen (A),Ebbe Wendt Lorenzen (A),0.0,A,A,True
Bjarne Henriksen (A),Elias Lederhaas (C),0.0,A,C,False
Bjarne Henriksen (A),Else Guldager (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Else Marie Thorgaard (C),0.0,A,C,False
Bjarne Henriksen (A),Emil Samaras (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Kurt Pii (M),0.0,A,M,False
Bjarne Henriksen (A),Lars Berg Andersen (I),0.0,A,I,False
Bjarne Henriksen (A),Laura Lindahl (C),0.0,A,C,False
Bjarne Henriksen (A),Rikke Alice Bille (B),0.0,A,B,False
Bjarne Henriksen (A),Per Paludan Hansen (V),0.0,A,V,False
Bjarne Henriksen (A),Per Toni Hansen (B),0.0,A,B,False
Bjarne Henriksen (A),Peter Kristiansen (F),0.0,A,F,False
Bjarne Henriksen (A),Pil Yildiz (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Preben Boldt (V),0.0,A,V,False
Bjarne Henriksen (A),Rami Zouzou (C),0.0,A,C,False
Bjarne Henriksen (A),Rasmus Edelberg (A),0.0,A,A,True
Bjarne Henriksen (A),Rasmus Holme (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),René Hülz (F),0.0,A,F,False
Bjarne Henriksen (A),Rie Jakobsen (C),0.0,A,C,False
Bjarne Henriksen (A),Rosa Agersnap Bone (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Laurids Kristian Fahl (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Rune Rummel (A),0.0,A,A,True
Bjarne Henriksen (A),Silas T. H. Rasmussen (C),0.0,A,C,False
Bjarne Henriksen (A),Sine Heltberg (A),0.0,A,A,True
Bjarne Henriksen (A),Sofie Kümpel (A),0.0,A,A,True
Bjarne Henriksen (A),Susanne Bonfils (V),0.0,A,V,False
Bjarne Henriksen (A),Susanne Nørlund Munk (A),0.0,A,A,True
Bjarne Henriksen (A),Søren Bach (V),0.0,A,V,False
Bjarne Henriksen (A),Søren Brønchenburg (C),0.0,A,C,False
Bjarne Henriksen (A),Søren Dahlstrøm (A),0.0,A,A,True
Bjarne Henriksen (A),Søren Frost (V),0.0,A,V,False
Bjarne Henriksen (A),Per Odin Thiim Thim (E),0.0,A,E,False
Bjarne Henriksen (A),Per Ludvigsen (V),0.0,A,V,False
Bjarne Henriksen (A),Peder Brandhof (C),0.0,A,C,False
Bjarne Henriksen (A),Palle Bisgaard (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Line Østergaard Olsen (I),0.0,A,I,False
Bjarne Henriksen (A),Lone Loklindt (B),0.0,A,B,False
Bjarne Henriksen (A),Lotte Kofoed (F),0.0,A,F,False
Bjarne Henriksen (A),Mads Freund (M),0.0,A,M,False
Bjarne Henriksen (A),Mads Simonsen (A),0.0,A,A,True
Bjarne Henriksen (A),Mads-Emil Gaardsvig Christensen (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Maj-Britt Mathiesen (C),0.0,A,C,False
Bjarne Henriksen (A),Malene Sandfeld (V),0.0,A,V,False
Bjarne Henriksen (A),Malou Ananiassen (C),0.0,A,C,False
Bjarne Henriksen (A),Malou Astrup (A),0.0,A,A,True
Bjarne Henriksen (A),Malte Mathies Løcke (A),0.0,A,A,True
Bjarne Henriksen (A),Marie Budtz Andersen (C),0.0,A,C,False
Bjarne Henriksen (A),Martin Skytte (D),0.0,A,D,False
Bjarne Henriksen (A),Matthew Dawids (O),0.0,A,O,False
Bjarne Henriksen (A),Merete Winther Hildebrandt (C),0.0,A,C,False
Bjarne Henriksen (A),Mette Bram (Å),0.0,A,Å,False
Bjarne Henriksen (A),Mia Michelle Haugaard (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Michella Lescher (F),0.0,A,F,False
Bjarne Henriksen (A),Nikolaj Bøgh (C),0.0,A,C,False
Bjarne Henriksen (A),Nikolaj Rachdi Bührmann (F),0.0,A,F,False
Bjarne Henriksen (A),Nina Wendt (F),0.0,A,F,False
Bjarke Bisgaard Yolal (F),Per Ludvigsen (V),0.0,F,V,False
Bjarke Bisgaard Yolal (F),Martin Skytte (D),0.0,F,D,False
Asbjørn Dalgaard (A),Carsten Nørballe (F),0.0,A,F,False
Bettina Palle (I),Jens Otto Jarløv (B),0.0,I,B,False
August Gade (F),Per Ludvigsen (V),0.0,F,V,False
August Gade (F),Susanne Bonfils (V),0.0,F,V,False
August Gade (F),Søren Bach (V),0.0,F,V,False
August Gade (F),Torben Grinderslev (C),0.0,F,C,False
Bettina Palle (I),Bjarne Henriksen (A),0.0,I,A,False
Bettina Palle (I),Brian Holm (C),0.0,I,C,False
Bettina Palle (I),Carsten Nørballe (F),0.0,I,F,False
Bettina Palle (I),Christine Jørnø Vestergaard (A),0.0,I,A,False
Bettina Palle (I),Jakob Ørsted (Ø),0.0,I,Ø,False
Bettina Palle (I),Janek Balling Majewicz (A),0.0,I,A,False
Bettina Palle (I),Jens-Christian Navarro Poulsen (B),0.0,I,B,False
August Gade (F),Martin Skytte (D),0.0,F,D,False
Bettina Palle (I),Jesper Jerry Schou Nielsen (F),0.0,I,F,False
Bettina Palle (I),Karsten Lauritsen (B),0.0,I,B,False
Bettina Palle (I),Klaus Eskelund (C),0.0,I,C,False
Bettina Palle (I),Laurids Kristian Fahl (Ø),0.0,I,Ø,False
Bettina Palle (I),Line Østergaard Olsen (I),0.0,I,I,True
Bettina Palle (I),Mads-Emil Gaardsvig Christensen (Ø),0.0,I,Ø,False
Bettina Palle (I),Maj-Britt Mathiesen (C),0.0,I,C,False
Bettina Palle (I),Malou Astrup (A),0.0,I,A,False
Bettina Palle (I),Marie Budtz Andersen (C),0.0,I,C,False
Bettina Palle (I),Martin Skytte (D),0.0,I,D,False
August Gade (F),Nina Wendt (F),0.0,F,F,True
August Gade (F),Malou Astrup (A),0.0,F,A,False
Bjarke Bisgaard Yolal (F),Malou Astrup (A),0.0,F,A,False
Asbjørn Dalgaard (A),Per Ludvigsen (V),0.0,A,V,False
Asbjørn Dalgaard (A),Jakob Ørsted (Ø),0.0,A,Ø,False
Asbjørn Dalgaard (A),Jens-Christian Navarro Poulsen (B),0.0,A,B,False
Asbjørn Dalgaard (A),Karsten Lauritsen (B),0.0,A,B,False
Asbjørn Dalgaard (A),Klaus Eskelund (C),0.0,A,C,False
Asbjørn Dalgaard (A),Laurids Kristian Fahl (Ø),0.0,A,Ø,False
Asbjørn Dalgaard (A),Mads-Emil Gaardsvig Christensen (Ø),0.0,A,Ø,False
Asbjørn Dalgaard (A),Maj-Britt Mathiesen (C),0.0,A,C,False
Asbjørn Dalgaard (A),Malou Astrup (A),0.0,A,A,True
Asbjørn Dalgaard (A),Martin Skytte (D),0.0,A,D,False
Asbjørn Dalgaard (A),Nina Wendt (F),0.0,A,F,False
Asbjørn Dalgaard (A),Susanne Bonfils (V),0.0,A,V,False
August Gade (F),Mads-Emil Gaardsvig Christensen (Ø),0.0,F,Ø,False
Asbjørn Dalgaard (A),Søren Bach (V),0.0,A,V,False
Asbjørn Dalgaard (A),Torben Grinderslev (C),0.0,A,C,False
August Gade (F),Bjarne Henriksen (A),0.0,F,A,False
August Gade (F),Carsten Nørballe (F),0.0,F,F,True
August Gade (F),Christine Jørnø Vestergaard (A),0.0,F,A,False
August Gade (F),Jakob Ørsted (Ø),0.0,F,Ø,False
August Gade (F),Jens-Christian Navarro Poulsen (B),0.0,F,B,False
August Gade (F),Karsten Lauritsen (B),0.0,F,B,False
August Gade (F),Klaus Eskelund (C),0.0,F,C,False
August Gade (F),Laurids Kristian Fahl (Ø),0.0,F,Ø,False
Bettina Palle (I),Nina Wendt (F),0.0,I,F,False
Bettina Palle (I),Per Ludvigsen (V),0.0,I,V,False
Bettina Palle (I),Per Paludan Hansen (V),0.0,I,V,False
Birgit Bech (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Birgit Bech (Ø),Jens-Christian Navarro Poulsen (B),0.0,Ø,B,False
Birgit Bech (Ø),Karsten Lauritsen (B),0.0,Ø,B,False
Birgit Bech (Ø),Klaus Eskelund (C),0.0,Ø,C,False
Birgit Bech (Ø),Laurids Kristian Fahl (Ø),0.0,Ø,Ø,True
Birgit Bech (Ø),Mads-Emil Gaardsvig Christensen (Ø),0.0,Ø,Ø,True
Birgit Bech (Ø),Maj-Britt Mathiesen (C),0.0,Ø,C,False
Birgit Bech (Ø),Malou Astrup (A),0.0,Ø,A,False
Birgit Bech (Ø),Martin Skytte (D),0.0,Ø,D,False
Birgit Bech (Ø),Nina Wendt (F),0.0,Ø,F,False
Birgit Bech (Ø),Per Ludvigsen (V),0.0,Ø,V,False
Birgit Bech (Ø),Søren Bach (V),0.0,Ø,V,False
Bettina Palle (I),Per Toni Hansen (B),0.0,I,B,False
Birgit Bech (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Bjarke Bisgaard Yolal (F),Bjarne Henriksen (A),0.0,F,A,False
Bjarke Bisgaard Yolal (F),Carsten Nørballe (F),0.0,F,F,True
Bjarke Bisgaard Yolal (F),Christine Jørnø Vestergaard (A),0.0,F,A,False
Bjarke Bisgaard Yolal (F),Jakob Ørsted (Ø),0.0,F,Ø,False
Bjarke Bisgaard Yolal (F),Jens-Christian Navarro Poulsen (B),0.0,F,B,False
Bjarke Bisgaard Yolal (F),Karsten Lauritsen (B),0.0,F,B,False
Bjarke Bisgaard Yolal (F),Klaus Eskelund (C),0.0,F,C,False
Bjarke Bisgaard Yolal (F),Laurids Kristian Fahl (Ø),0.0,F,Ø,False
Bjarke Bisgaard Yolal (F),Mads-Emil Gaardsvig Christensen (Ø),0.0,F,Ø,False
Birgit Bech (Ø),Jakob Ørsted (Ø),0.0,Ø,Ø,True
Birgit Bech (Ø),Christine Jørnø Vestergaard (A),0.0,Ø,A,False
Birgit Bech (Ø),Carsten Nørballe (F),0.0,Ø,F,False
Birgit Bech (Ø),Bjarne Henriksen (A),0.0,Ø,A,False
Bettina Palle (I),Sofie Kümpel (A),0.0,I,A,False
Bettina Palle (I),Susanne Bonfils (V),0.0,I,V,False
Bettina Palle (I),Søren Bach (V),0.0,I,V,False
Bettina Palle (I),Thomas Mølgaard Andersen (Å),0.0,I,Å,False
Bettina Palle (I),Torben Grinderslev (C),0.0,I,C,False
Bianca Vitting (Ø),Bjarne Henriksen (A),0.0,Ø,A,False
Bianca Vitting (Ø),Carsten Nørballe (F),0.0,Ø,F,False
Bianca Vitting (Ø),Christine Jørnø Vestergaard (A),0.0,Ø,A,False
Bianca Vitting (Ø),Jakob Ørsted (Ø),0.0,Ø,Ø,True
Bianca Vitting (Ø),Jens-Christian Navarro Poulsen (B),0.0,Ø,B,False
Bianca Vitting (Ø),Karsten Lauritsen (B),0.0,Ø,B,False
Bianca Vitting (Ø),Klaus Eskelund (C),0.0,Ø,C,False
Bianca Vitting (Ø),Laurids Kristian Fahl (Ø),0.0,Ø,Ø,True
Bianca Vitting (Ø),Mads-Emil Gaardsvig Christensen (Ø),0.0,Ø,Ø,True
Bianca Vitting (Ø),Malou Astrup (A),0.0,Ø,A,False
Bianca Vitting (Ø),Martin Skytte (D),0.0,Ø,D,False
Bianca Vitting (Ø),Nina Wendt (F),0.0,Ø,F,False
Bianca Vitting (Ø),Per Ludvigsen (V),0.0,Ø,V,False
Bianca Vitting (Ø),Susanne Bonfils (V),0.0,Ø,V,False
Bianca Vitting (Ø),Søren Bach (V),0.0,Ø,V,False
Bianca Vitting (Ø),Torben Grinderslev (C),0.0,Ø,C,False
Bjarne Henriksen (A),Thomas Frank (A),0.0,A,A,True
Bjarne Henriksen (A),Thomas Jean Nielsen (M),0.0,A,M,False
Bjarne Henriksen (A),Thomas Mølgaard Andersen (Å),0.0,A,Å,False
Carsten Nørballe (F),Susanne Bonfils (V),0.0,F,V,False
Carsten Nørballe (F),Rasmus Edelberg (A),0.0,F,A,False
Carsten Nørballe (F),Rasmus Holme (Ø),0.0,F,Ø,False
Carsten Nørballe (F),René Hülz (F),0.0,F,F,True
Carsten Nørballe (F),Rie Jakobsen (C),0.0,F,C,False
Carsten Nørballe (F),Rikke Alice Bille (B),0.0,F,B,False
Carsten Nørballe (F),Rosa Agersnap Bone (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Rune Rummel (A),0.0,F,A,False
Carsten Nørballe (F),Silas T. H. Rasmussen (C),0.0,F,C,False
Carsten Nørballe (F),Sine Heltberg (A),0.0,F,A,False
Carsten Nørballe (F),Sofie Kümpel (A),0.0,F,A,False
Carsten Nørballe (F),Susanne Nørlund Munk (A),0.0,F,A,False
Carsten Nørballe (F),Preben Boldt (V),0.0,F,V,False
Carsten Nørballe (F),Søren Bach (V),0.0,F,V,False
Carsten Nørballe (F),Søren Brønchenburg (C),0.0,F,C,False
Carsten Nørballe (F),Søren Dahlstrøm (A),0.0,F,A,False
Carsten Nørballe (F),Søren Frost (V),0.0,F,V,False
Carsten Nørballe (F),Thomas Frank (A),0.0,F,A,False
Carsten Nørballe (F),Thomas Jean Nielsen (M),0.0,F,M,False
Carsten Nørballe (F),Thomas Mølgaard Andersen (Å),0.0,F,Å,False
Carsten Nørballe (F),Tilde Nordin Dræger (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Tim Tue Wodskou (Å),0.0,F,Å,False
Carsten Nørballe (F),Tina Jacobsen (C),0.0,F,C,False
Carsten Nørballe (F),Rami Zouzou (C),0.0,F,C,False
Carsten Nørballe (F),Pil Yildiz (Ø),0.0,F,Ø,False
Bjarne Henriksen (A),Tilde Nordin Dræger (Ø),0.0,A,Ø,False
Carsten Nørballe (F),Mette Bram (Å),0.0,F,Å,False
Carsten Nørballe (F),Mads-Emil Gaardsvig Christensen (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Maj-Britt Mathiesen (C),0.0,F,C,False
Carsten Nørballe (F),Malene Sandfeld (V),0.0,F,V,False
Carsten Nørballe (F),Malou Ananiassen (C),0.0,F,C,False
Carsten Nørballe (F),Malou Astrup (A),0.0,F,A,False
Carsten Nørballe (F),Malte Mathies Løcke (A),0.0,F,A,False
Carsten Nørballe (F),Marie Budtz Andersen (C),0.0,F,C,False
Carsten Nørballe (F),Martin Skytte (D),0.0,F,D,False
Carsten Nørballe (F),Matthew Dawids (O),0.0,F,O,False
Carsten Nørballe (F),Merete Winther Hildebrandt (C),0.0,F,C,False
Carsten Nørballe (F),Mia Michelle Haugaard (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Peter Kristiansen (F),0.0,F,F,True
Carsten Nørballe (F),Michella Lescher (F),0.0,F,F,True
Carsten Nørballe (F),Nikolaj Bøgh (C),0.0,F,C,False
Carsten Nørballe (F),Nikolaj Rachdi Bührmann (F),0.0,F,F,True
Carsten Nørballe (F),Nina Wendt (F),0.0,F,F,True
Carsten Nørballe (F),Palle Bisgaard (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Peder Brandhof (C),0.0,F,C,False
Carsten Nørballe (F),Per Ludvigsen (V),0.0,F,V,False
Carsten Nørballe (F),Per Odin Thiim Thim (E),0.0,F,E,False
Carsten Nørballe (F),Per Paludan Hansen (V),0.0,F,V,False
Carsten Nørballe (F),Per Toni Hansen (B),0.0,F,B,False
Carsten Nørballe (F),Tomas Munch Nielsen (F),0.0,F,F,True
Carsten Nørballe (F),Tone Høybye (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Torben Grinderslev (C),0.0,F,C,False
Cecilie Fisker (M),Malou Astrup (A),0.0,M,A,False
Casper Pedersen (V),Susanne Bonfils (V),0.0,V,V,True
Casper Pedersen (V),Søren Bach (V),0.0,V,V,True
Casper Pedersen (V),Torben Grinderslev (C),0.0,V,C,False
Cecilie Fisker (M),Christine Jørnø Vestergaard (A),0.0,M,A,False
Cecilie Fisker (M),Jakob Ørsted (Ø),0.0,M,Ø,False
Cecilie Fisker (M),Jens-Christian Navarro Poulsen (B),0.0,M,B,False
Cecilie Fisker (M),Karsten Lauritsen (B),0.0,M,B,False
Cecilie Fisker (M),Klaus Eskelund (C),0.0,M,C,False
Cecilie Fisker (M),Laurids Kristian Fahl (Ø),0.0,M,Ø,False
Cecilie Fisker (M),Mads-Emil Gaardsvig Christensen (Ø),0.0,M,Ø,False
Cecilie Fisker (M),Martin Skytte (D),0.0,M,D,False
Carsten Nørballe (F),Vibeke Westh (A),0.0,F,A,False
Cecilie Fisker (M),Nina Wendt (F),0.0,M,F,False
Cecilie Fisker (M),Per Ludvigsen (V),0.0,M,V,False
Cecilie Fisker (M),Susanne Bonfils (V),0.0,M,V,False
Cecilie Fisker (M),Søren Bach (V),0.0,M,V,False
Cecilie Fisker (M),Torben Grinderslev (C),0.0,M,C,False
Christian Ohm-Hieronymussen (V),Christine Jørnø Vestergaard (A),0.0,V,A,False
Christian Ohm-Hieronymussen (V),Jakob Ørsted (Ø),0.0,V,Ø,False
Christian Ohm-Hieronymussen (V),Janek Balling Majewicz (A),0.0,V,A,False
Christian Ohm-Hieronymussen (V),Jesper Jerry Schou Nielsen (F),0.0,V,F,False
Christian Ohm-Hieronymussen (V),Karsten Lauritsen (B),0.0,V,B,False
Casper Pedersen (V),Per Ludvigsen (V),0.0,V,V,True
Casper Pedersen (V),Nina Wendt (F),0.0,V,F,False
Casper Pedersen (V),Martin Skytte (D),0.0,V,D,False
Casper Pedersen (V),Malou Astrup (A),0.0,V,A,False
Caspar Stefani (C),Christine Jørnø Vestergaard (A),0.0,C,A,False
Caspar Stefani (C),Jakob Ørsted (Ø),0.0,C,Ø,False
Caspar Stefani (C),Jens-Christian Navarro Poulsen (B),0.0,C,B,False
Caspar Stefani (C),Karsten Lauritsen (B),0.0,C,B,False
Caspar Stefani (C),Klaus Eskelund (C),0.0,C,C,True
Caspar Stefani (C),Laurids Kristian Fahl (Ø),0.0,C,Ø,False
Caspar Stefani (C),Mads-Emil Gaardsvig Christensen (Ø),0.0,C,Ø,False
Caspar Stefani (C),Malou Astrup (A),0.0,C,A,False
Caspar Stefani (C),Martin Skytte (D),0.0,C,D,False
Caspar Stefani (C),Nina Wendt (F),0.0,C,F,False
Caspar Stefani (C),Per Ludvigsen (V),0.0,C,V,False
Caspar Stefani (C),Susanne Bonfils (V),0.0,C,V,False
Caspar Stefani (C),Søren Bach (V),0.0,C,V,False
Caspar Stefani (C),Torben Grinderslev (C),0.0,C,C,True
Casper Pedersen (V),Christine Jørnø Vestergaard (A),0.0,V,A,False
Casper Pedersen (V),Jakob Ørsted (Ø),0.0,V,Ø,False
Casper Pedersen (V),Jens-Christian Navarro Poulsen (B),0.0,V,B,False
Casper Pedersen (V),Karsten Lauritsen (B),0.0,V,B,False
Casper Pedersen (V),Klaus Eskelund (C),0.0,V,C,False
Casper Pedersen (V),Laurids Kristian Fahl (Ø),0.0,V,Ø,False
Casper Pedersen (V),Mads-Emil Gaardsvig Christensen (Ø),0.0,V,Ø,False
Carsten Nørballe (F),Mads Simonsen (A),0.0,F,A,False
Carsten Nørballe (F),Mads Freund (M),0.0,F,M,False
Carsten Nørballe (F),Lotte Kofoed (F),0.0,F,F,True
Britt Dam (A),Søren Bach (V),0.0,A,V,False
Britt Dam (A),Jens-Christian Navarro Poulsen (B),0.0,A,B,False
Britt Dam (A),Karsten Lauritsen (B),0.0,A,B,False
Britt Dam (A),Klaus Eskelund (C),0.0,A,C,False
Britt Dam (A),Laurids Kristian Fahl (Ø),0.0,A,Ø,False
Britt Dam (A),Mads-Emil Gaardsvig Christensen (Ø),0.0,A,Ø,False
Britt Dam (A),Malou Astrup (A),0.0,A,A,True
Britt Dam (A),Martin Skytte (D),0.0,A,D,False
Britt Dam (A),Nina Wendt (F),0.0,A,F,False
Britt Dam (A),Per Ludvigsen (V),0.0,A,V,False
Britt Dam (A),Susanne Bonfils (V),0.0,A,V,False
Britt Dam (A),Torben Grinderslev (C),0.0,A,C,False
Carina Høedt (C),Per Ludvigsen (V),0.0,C,V,False
Carina Høedt (C),Carsten Nørballe (F),0.0,C,F,False
Carina Høedt (C),Christine Jørnø Vestergaard (A),0.0,C,A,False
Carina Høedt (C),Jakob Ørsted (Ø),0.0,C,Ø,False
Carina Høedt (C),Jens-Christian Navarro Poulsen (B),0.0,C,B,False
Carina Høedt (C),Karsten Lauritsen (B),0.0,C,B,False
Carina Høedt (C),Klaus Eskelund (C),0.0,C,C,True
Carina Høedt (C),Laurids Kristian Fahl (Ø),0.0,C,Ø,False
Carina Høedt (C),Mads-Emil Gaardsvig Christensen (Ø),0.0,C,Ø,False
Carina Høedt (C),Malou Astrup (A),0.0,C,A,False
Carina Høedt (C),Martin Skytte (D),0.0,C,D,False
Britt Dam (A),Jakob Ørsted (Ø),0.0,A,Ø,False
Britt Dam (A),Christine Jørnø Vestergaard (A),0.0,A,A,True
Britt Dam (A),Carsten Nørballe (F),0.0,A,F,False
Brian Holm (C),Torben Grinderslev (C),0.0,C,C,True
Bjarne Henriksen (A),Tim Tue Wodskou (Å),0.0,A,Å,False
Bjarne Henriksen (A),Tina Jacobsen (C),0.0,A,C,False
Bjarne Henriksen (A),Tomas Munch Nielsen (F),0.0,A,F,False
Bjarne Henriksen (A),Tone Høybye (Ø),0.0,A,Ø,False
Bjarne Henriksen (A),Torben Grinderslev (C),0.0,A,C,False
Bjarne Henriksen (A),Vibeke Westh (A),0.0,A,A,True
Brian Holm (C),Carsten Nørballe (F),0.0,C,F,False
Brian Holm (C),Christine Jørnø Vestergaard (A),0.0,C,A,False
Brian Holm (C),Jakob Ørsted (Ø),0.0,C,Ø,False
Brian Holm (C),Jens-Christian Navarro Poulsen (B),0.0,C,B,False
Brian Holm (C),Karsten Lauritsen (B),0.0,C,B,False
Brian Holm (C),Klaus Eskelund (C),0.0,C,C,True
Brian Holm (C),Laurids Kristian Fahl (Ø),0.0,C,Ø,False
Brian Holm (C),Mads-Emil Gaardsvig Christensen (Ø),0.0,C,Ø,False
Brian Holm (C),Maj-Britt Mathiesen (C),0.0,C,C,True
Brian Holm (C),Malou Astrup (A),0.0,C,A,False
Brian Holm (C),Martin Skytte (D),0.0,C,D,False
Brian Holm (C),Nina Wendt (F),0.0,C,F,False
Brian Holm (C),Per Ludvigsen (V),0.0,C,V,False
Brian Holm (C),Susanne Bonfils (V),0.0,C,V,False
Brian Holm (C),Søren Bach (V),0.0,C,V,False
Carina Høedt (C),Nina Wendt (F),0.0,C,F,False
Carina Høedt (C),Susanne Bonfils (V),0.0,C,V,False
Carsten Nørballe (F),Lone Loklindt (B),0.0,F,B,False
Carsten Nørballe (F),Joseph Favilla (I),0.0,F,I,False
Carsten Nørballe (F),Jacob Rosenberg (C),0.0,F,C,False
Carsten Nørballe (F),Jakob Ørsted (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Jan E. Jørgensen (V),0.0,F,V,False
Carsten Nørballe (F),Janek Balling Majewicz (A),0.0,F,A,False
Carsten Nørballe (F),Jens Otto Jarløv (B),0.0,F,B,False
Carsten Nørballe (F),Jens-Christian Navarro Poulsen (B),0.0,F,B,False
Carsten Nørballe (F),Jesper Jerry Schou Nielsen (F),0.0,F,F,True
Carsten Nørballe (F),Jesper Ronald Jensen (C),0.0,F,C,False
Carsten Nørballe (F),Jimmy Streit (C),0.0,F,C,False
Carsten Nørballe (F),Joachim Høyrup (V),0.0,F,V,False
Carsten Nørballe (F),Julius Lundsteen (F),0.0,F,F,True
Carina Høedt (C),Søren Bach (V),0.0,C,V,False
Carsten Nørballe (F),Karsten Lauritsen (B),0.0,F,B,False
Carsten Nørballe (F),Kim Christiansen (A),0.0,F,A,False
Carsten Nørballe (F),Kim Hjerrild (Å),0.0,F,Å,False
Carsten Nørballe (F),Klaus Eskelund (C),0.0,F,C,False
Carsten Nørballe (F),Kristoffer Appel (A),0.0,F,A,False
Carsten Nørballe (F),Kurt Pii (M),0.0,F,M,False
Carsten Nørballe (F),Lars Berg Andersen (I),0.0,F,I,False
Carsten Nørballe (F),Laura Lindahl (C),0.0,F,C,False
Carsten Nørballe (F),Laurids Kristian Fahl (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Line Østergaard Olsen (I),0.0,F,I,False
Carsten Nørballe (F),Isabel Havndrup Aackmann (B),0.0,F,B,False
Carsten Nørballe (F),Henrik Kragelund (C),0.0,F,C,False
Carsten Nørballe (F),Henrik Karl Hierl (I),0.0,F,I,False
Carsten Nørballe (F),Helle Sjelle (M),0.0,F,M,False
Carina Høedt (C),Torben Grinderslev (C),0.0,C,C,True
Carsten Nørballe (F),Caspar Stefani (C),0.0,F,C,False
Carsten Nørballe (F),Casper Pedersen (V),0.0,F,V,False
Carsten Nørballe (F),Cecilie Fisker (M),0.0,F,M,False
Carsten Nørballe (F),Christian Ohm-Hieronymussen (V),0.0,F,V,False
Carsten Nørballe (F),Christina Sylvest-Noer (A),0.0,F,A,False
Carsten Nørballe (F),Christine Jørnø Vestergaard (A),0.0,F,A,False
Carsten Nørballe (F),Claude Teisen-Simony (T),0.0,F,T,False
Carsten Nørballe (F),Claus Wagenblast-Franck (C),0.0,F,C,False
Carsten Nørballe (F),Daniel Panduro (Ø),0.0,F,Ø,False
Carsten Nørballe (F),David Michael Gerschwald (O),0.0,F,O,False
Carsten Nørballe (F),Ebbe Wendt Lorenzen (A),0.0,F,A,False
Carsten Nørballe (F),Elias Lederhaas (C),0.0,F,C,False
Carsten Nørballe (F),Else Guldager (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Else Marie Thorgaard (C),0.0,F,C,False
Carsten Nørballe (F),Emil Samaras (Ø),0.0,F,Ø,False
Carsten Nørballe (F),Eva Bechmann (Æ),0.0,F,Æ,False
Carsten Nørballe (F),Fasael Rehman (C),0.0,F,C,False
Carsten Nørballe (F),Frederik Tuxen Bjerrum (I),0.0,F,I,False
Carsten Nørballe (F),Freja Fokdal (B),0.0,F,B,False
Carsten Nørballe (F),Gabriel Egholm Rasmussen (Ø),0.0,F,Ø,False
Asbjørn Dalgaard (A),Christine Jørnø Vestergaard (A),0.0,A,A,True
Asbjørn Dalgaard (A),Bjarne Henriksen (A),0.0,A,A,True
Christian Ohm-Hieronymussen (V),Laurids Kristian Fahl (Ø),0.0,V,Ø,False
Ane Rolsted (C),Bianca Vitting (Ø),0.0,C,Ø,False
Anders Storgaard (C),Per Ludvigsen (V),0.0,C,V,False
Anders Storgaard (C),Susanne Bonfils (V),0.0,C,V,False
Anders Storgaard (C),Søren Bach (V),0.0,C,V,False
Anders Storgaard (C),Torben Grinderslev (C),0.0,C,C,True
Ane Rolsted (C),Anne Eggen (Ø),0.0,C,Ø,False
Ane Rolsted (C),Anne Eskildsen (B),0.0,C,B,False
Ane Rolsted (C),Annedorthe Kring (Å),0.0,C,Å,False
